"ANO_APLICACION","PERIODO","FORMULARIO_ID","PREGUNTA_ID","PREGUNTA_PADRE_ID","ORDEN_PREGUNTA","DESCRIPCION","OBJETO_ACTIVO","TIPO_CUESTIONARIO_ID","RESPUESTA","RANGO_INI","RANGO_FIN","TEXTO_APOYO","TEXTO_LECTURA","ESTADO_REGISTRO"
"2020","1","1","13","12","005","5. El área o unidad orgánica de ejecución coactiva depende de la Administración Tributaria Municipal:","0","4","S"," "," "," ","Pregunta 5: Se activa si la respuesta a la pregunta 4 esSÍ&#34;. Sólo permite una respuesta,SÍ&#34; oNO&#34;.","A"
"2020","1","1","14","12","006","6. Número total de personas que laboran y/o prestan servicios en exclusividad en el área o unidad orgánica de ejecucion coactiva <br><small>(Incluir todas las modalidades de contratación.)</small>","0","1","S","0","999999999","<Ingresar cantidad>","Pregunta 6: Se activa sólo si la respuesta a la pregunta 4 esSÍ&#34;. Campo numérico. Cero es un valor permitido.<br>Si la respuesta a la pregunta 5 esSÍ&#34;, el número a registrar no puede ser mayor que el registrado por la pregunta 3.","A"
"2020","1","1","15","0","007","7. Según el organigrama vigente, la municipalidad cuenta con un área o unidad orgánica encargada del catastro urbano del distrito:","1","4"," "," "," "," ","Pregunta 7: Sólo permite una respuesta,SÍ&#34; oNO&#34;.<br>Pregunta 7a: Se activa sólo si la respuesta a la pregunta 7 esSÍ&#34;. 7a es un campo para el registro de palabras.  Por ejemplo:Gerencia de Desarrollo Urbano&#34;.<br>Pregunta 7b: Se activa sólo si la respuesta a la pregunta 7 esSÍ&#34;. 7b sólo permite una respuesta,SÍ&#34; oNO&#34;.","A"
"2020","1","1","16","15","007001","7a. Nombre del área o unidad orgánica encargada del catastro urbano:","0","2","S"," "," ","<Ingresar texto>"," ","A"
"2020","1","1","17","15","007002","7b. La ATM trabaja en coordinación con el área de catastro de la municipalidad:","0","4","S"," "," "," "," ","A"
"2020","1","1","18","15","008","8. Número total de personas que laboran y/o prestan servicios en el área o unidad orgánica encargada del catastro urbano del distrito:<br><small>(Incluir todas las modalidades de contratación.)</small>","0","1","S","0","999999999","<Ingresar cantidad>","Pregunta 8: Campo numérico. Cero es un valor permitido. Si la respuesta a la pregunta 7 esNO&#34;, se debe desactivar este campo.","A"
"2020","1","1","19","0","009","9. La municipalidad aprobó el Plan de Desarrollo Catastral 2020:","1","4"," "," "," "," ","Pregunta 9: Sólo permite una respuesta,SÍ&#34; oNO&#34;.<br>Campo adicional sólo se activa si la respuesta a la pregunta 9 esSÍ&#34;.  Debe mostrar un tablero de fechas del 01/01/2019 al 30/06/2020.","A"
"2020","1","1","20","19","009001","9.1. Indique la fecha:","0","3","S","01/01/2019","30/06/2020","<Seleccionar fecha>"," ","A"
"2020","1","1","21","0","010","10. La municipalidad utiliza la información del catastro distrital en la gestión del Impuesto Predial:","1","4"," "," "," "," ","Pregunta 10: Sólo permite una respuesta,SÍ&#34; oNO&#34;.","A"
"2020","1","1","22","0","011","11. La municipalidad utiliza un indicador de morosidad (%) de la recaudación del Impuesto Predial:","1","4"," "," "," "," ","Pregunta 11: Sólo permite una respuesta,SÍ&#34; oNO&#34;.<br>Campo adicional se activa sólo si la respuesta a la pregunta 11 esSÍ&#34;. La morosidad máxima permitida es 100%.","A"
"2020","1","1","23","22","011001","11.1. Indique el porcentaje (%):","0","11","S","0","100","<Ingresar porcentaje>"," ","A"
