ESPECIFICA,ANO_DOC,RUBRO_NOMBRE,PROVINCIA_EJECUTORA_NOMBRE,SEC_EJEC,ESPECIFICA_DET_NOMBRE,MONTO_PIA,MONTO_PIM,RUBRO,SUBGENERICA_DET,GENERICA,SECTOR,SUBGENERICA_DET_NOMBRE,ESPECIFICA_DET,TIPO_RECURSO,DEPARTAMENTO_EJECUTORA_NOMBRE,SUBGENERICA_NOMBRE,SECTOR_NOMBRE,NIVEL_GOBIERNO_NOMBRE,MONTO_RECAUDADO,MES_DOC,EJECUTORA,GENERICA_NOMBRE,PROVINCIA_EJECUTORA,NIVEL_GOBIERNO,FUENTE_FINANCIAMIENTO_NOMBRE,FUENTE_FINANCIAMIENTO,PLIEGO,ESPECIFICA_NOMBRE,PLIEGO_NOMBRE,DEPARTAMENTO_EJECUTORA,DISTRITO_EJECUTORA_NOMBRE,TIPO_RECURSO_NOMBRE,EJECUTORA_NOMBRE,SUBGENERICA,DISTRITO_EJECUTORA
2,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",0,0,09,4,3,99,SERVICIOS DE SALUD,4,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1460,2,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,SERVICIO DE EMERGENCIA,0,11334,09,4,3,99,SERVICIOS DE SALUD,4,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1050,12,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,"CANON Y SOBRECANON, REGALIAS, RENTA DE ADUANAS Y PARTICIPACIONES",BAGUA,1101,SALDOS DE BALANCE,0,0,18,1,9,99,SALDOS DE BALANCE,1,19,AMAZONAS,SALDOS DE BALANCE,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,0.17,6,403,SALDOS DE BALANCE,02,R,RECURSOS DETERMINADOS,5,440,SALDOS DE BALANCE,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - PARTICIPACIONES FED,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
3,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,OTROS SERVICIOS DE SALUD,0,0,09,4,3,99,SERVICIOS DE SALUD,99,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,10841.1,7,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,OTROS SERVICIOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,MEDICINAS,0,0,09,6,3,99,VENTA DE PRODUCTOS DE SALUD,2,0,AMAZONAS,VENTA DE BIENES,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,5496.9,11,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,VENTA DE PRODUCTOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,CERTIFICADOS,0,0,09,4,3,99,DERECHOS ADMINISTRATIVOS DE SALUD,4,0,AMAZONAS,DERECHOS Y TASAS ADMINISTRATIVOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,250,1,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,DERECHOS ADMINISTRATIVOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,2,01
2,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,EXAMENES DE LABORATORIO,0,0,09,4,3,99,SERVICIOS DE SALUD,1,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,3333.28,1,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
2,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,EXAMENES DE LABORATORIO,0,0,09,4,3,99,SERVICIOS DE SALUD,1,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1668.55,9,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,SERVICIO DE TOPICO,0,0,09,4,3,99,SERVICIOS DE SALUD,7,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1067,2,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,FONDO DE COMPENSACION REGIONAL - FONCOR,BAGUA,1101,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,0,15,1,5,99,RENTAS DE LA PROPIEDAD FINANCIERA,1,27,AMAZONAS,RENTAS DE LA PROPIEDAD,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,642.08,1,403,OTROS INGRESOS,02,R,RECURSOS DETERMINADOS,5,440,INTERESES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - FONCOR - LEY 31069,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,0,09,1,5,99,RENTAS DE LA PROPIEDAD FINANCIERA,1,0,AMAZONAS,RENTAS DE LA PROPIEDAD,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1.69,12,403,OTROS INGRESOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,INTERESES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,CARNETS Y/O TARJETAS DE ATENCION,0,0,09,4,3,99,DERECHOS ADMINISTRATIVOS DE SALUD,6,0,AMAZONAS,DERECHOS Y TASAS ADMINISTRATIVOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,60,9,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,DERECHOS ADMINISTRATIVOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,2,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,CARNETS Y/O TARJETAS DE ATENCION,0,0,09,4,3,99,DERECHOS ADMINISTRATIVOS DE SALUD,6,0,AMAZONAS,DERECHOS Y TASAS ADMINISTRATIVOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,40,6,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,DERECHOS ADMINISTRATIVOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,2,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,ATENCION DENTAL,0,0,09,4,3,99,SERVICIOS DE SALUD,2,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,50,2,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
2,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,EXAMENES DE LABORATORIO,0,0,09,4,3,99,SERVICIOS DE SALUD,1,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1847.6,2,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,MEDICINAS,0,0,09,6,3,99,VENTA DE PRODUCTOS DE SALUD,2,0,AMAZONAS,VENTA DE BIENES,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,6248.7,8,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,VENTA DE PRODUCTOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,FONDO DE COMPENSACION REGIONAL - FONCOR,BAGUA,1101,SALDOS DE BALANCE,0,0,15,1,9,99,SALDOS DE BALANCE,1,27,AMAZONAS,SALDOS DE BALANCE,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,559.75,4,403,SALDOS DE BALANCE,02,R,RECURSOS DETERMINADOS,5,440,SALDOS DE BALANCE,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - FONCOR - LEY 31069,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,0,09,1,5,99,RENTAS DE LA PROPIEDAD FINANCIERA,1,7,AMAZONAS,RENTAS DE LA PROPIEDAD,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,141.21,2,403,OTROS INGRESOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,INTERESES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,DONACIONES Y TRANSFERENCIAS,BAGUA,1101,SALDOS DE BALANCE,0,0,13,1,9,99,SALDOS DE BALANCE,1,18,AMAZONAS,SALDOS DE BALANCE,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,199965.24,1,403,SALDOS DE BALANCE,02,R,DONACIONES Y TRANSFERENCIAS,4,440,SALDOS DE BALANCE,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
3,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,OTROS SERVICIOS DE SALUD,0,0,09,4,3,99,SERVICIOS DE SALUD,99,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,436.61,4,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,OTROS SERVICIOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
3,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,OTROS SERVICIOS DE SALUD,0,0,09,4,3,99,SERVICIOS DE SALUD,99,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1812.21,8,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,OTROS SERVICIOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,SERVICIO DE TOPICO,0,0,09,4,3,99,SERVICIOS DE SALUD,7,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,907,12,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,0,09,1,5,99,RENTAS DE LA PROPIEDAD FINANCIERA,1,7,AMAZONAS,RENTAS DE LA PROPIEDAD,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,327.77,4,403,OTROS INGRESOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,INTERESES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,0,09,1,5,99,RENTAS DE LA PROPIEDAD FINANCIERA,1,7,AMAZONAS,RENTAS DE LA PROPIEDAD,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,606.17,12,403,OTROS INGRESOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,INTERESES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,DONACIONES Y TRANSFERENCIAS,BAGUA,1101,DEL GOBIERNO NACIONAL,0,0,13,3,4,99,DE OTRAS UNIDADES DE GOBIERNO,1,18,AMAZONAS,DONACIONES Y TRANSFERENCIAS CORRIENTES,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,123599,6,403,DONACIONES Y TRANSFERENCIAS,02,R,DONACIONES Y TRANSFERENCIAS,4,440,DE OTRAS UNIDADES DE GOBIERNO,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUBCUENTA - TRANSFERENCIAS FINANCIERAS,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,0,09,1,5,99,RENTAS DE LA PROPIEDAD FINANCIERA,1,0,AMAZONAS,RENTAS DE LA PROPIEDAD,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,3.13,1,403,OTROS INGRESOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,INTERESES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,CIRUGIA,0,0,09,4,3,99,SERVICIOS DE SALUD,5,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,2200,11,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
7,2024,FONDO DE COMPENSACION REGIONAL - FONCOR,BAGUA,1101,FONDO DE COMPENSACION REGIONAL,0,0,15,4,4,99,POR PARTICIPACIONES DE RECURSOS DETERMINADOS,1,27,AMAZONAS,DONACIONES Y TRANSFERENCIAS CORRIENTES,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,385200,6,403,DONACIONES Y TRANSFERENCIAS,02,R,RECURSOS DETERMINADOS,5,440,FONDO DE COMPENSACION REGIONAL,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - FONCOR - LEY 31069,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,0,09,1,5,99,RENTAS DE LA PROPIEDAD FINANCIERA,1,7,AMAZONAS,RENTAS DE LA PROPIEDAD,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,7.96,10,403,OTROS INGRESOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,INTERESES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - RECURSOS DIRECTAMENTE RECAUDADOS,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
2,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,"DIAGNOSTICOS POR IMAGENES (RAYOS X, ECOGRAFIAS, TOMOGRAFIAS, OTROS)",0,0,09,4,3,99,SERVICIOS DE SALUD,4,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1110,11,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,EXAMENES DE LABORATORIO Y DE AYUDA AL DIAGNOSTICO,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,SERVICIO DE EMERGENCIA,0,0,09,4,3,99,SERVICIOS DE SALUD,4,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1270,7,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,FONDO DE COMPENSACION REGIONAL - FONCOR,BAGUA,1101,INTERESES POR DEPOSITOS DISTINTOS DE RECURSOS POR PRIVATIZACION Y CONCESIONES,0,0,15,1,5,99,RENTAS DE LA PROPIEDAD FINANCIERA,1,27,AMAZONAS,RENTAS DE LA PROPIEDAD,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,368.26,2,403,OTROS INGRESOS,02,R,RECURSOS DETERMINADOS,5,440,INTERESES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - FONCOR - LEY 31069,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,FONDO DE COMPENSACION REGIONAL - FONCOR,BAGUA,1101,SALDOS DE BALANCE,0,0,15,1,9,99,SALDOS DE BALANCE,1,27,AMAZONAS,SALDOS DE BALANCE,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,99768.19,6,403,SALDOS DE BALANCE,02,R,RECURSOS DETERMINADOS,5,440,SALDOS DE BALANCE,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,SUB CUENTA - FONCOR - LEY 31069,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,ATENCION MEDICA,0,0,09,4,3,99,SERVICIOS DE SALUD,1,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1410,6,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,ATENCION MEDICA,0,0,09,4,3,99,SERVICIOS DE SALUD,1,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,3100,10,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,ATENCION MEDICA,0,0,09,4,3,99,SERVICIOS DE SALUD,1,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,1280,2,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,ATENCION MEDICA,0,0,09,4,3,99,SERVICIOS DE SALUD,1,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,2130,11,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,EXAMEN PSICOLOGICO Y/O SIQUIATRICA,0,0,09,4,3,99,SERVICIOS DE SALUD,3,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,190,2,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,HOSPITALIZACION,0,0,09,4,3,99,SERVICIOS DE SALUD,6,0,AMAZONAS,VENTA DE SERVICIOS,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,775,12,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,SERVICIOS MEDICOS - ASISTENCIALES,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,3,01
1,2024,RECURSOS DIRECTAMENTE RECAUDADOS,BAGUA,1101,MEDICINAS,0,0,09,6,3,99,VENTA DE PRODUCTOS DE SALUD,2,0,AMAZONAS,VENTA DE BIENES,GOBIERNOS REGIONALES,GOBIERNOS REGIONALES,8686.8,5,403,VENTA DE BIENES Y SERVICIOS Y DERECHOS ADMINISTRATIVOS,02,R,RECURSOS DIRECTAMENTE RECAUDADOS,2,440,VENTA DE PRODUCTOS DE SALUD,GOBIERNO REGIONAL DEL DEPARTAMENTO DE AMAZONAS,01,BAGUA,NORMAL,REGION AMAZONAS-HOSPITAL DE APOYO BAGUA,1,01
